CSV,NVIDIA H100,7.20,59986052,1,0,353.28,0.00,353.28,20.3755,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,358.07,0.00,358.07,20.1033,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.80,0.00,357.80,20.1182,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.80,0.00,357.80,20.1183,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,358.68,0.00,358.68,20.0690,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,352.95,0.00,352.95,20.3947,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.38,0.00,357.38,20.1421,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.44,0.00,357.44,20.1386,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.48,0.00,357.48,20.1366,7.20,7.20,14.40,2.0
CSV,NVIDIA H100,7.20,59986052,1,0,357.24,0.00,357.24,20.1496,7.20,7.20,14.40,2.0
